Model,MSO2012,,,
Firmware Version,1.06,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,2,,,
Sample Interval,0.0032,,,
Filter Frequency,1.00E+08,,,
Record Length,6242,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
4.80E+00,0.02,-0.044,12,11.2
4.80E+00,0.012,0.58,12.2,13
4.80E+00,0.012,-0.044,12,11
4.81E+00,-0.02,0.58,12,13.4
4.81E+00,0.516,-0.044,12,10.6
4.81E+00,0.516,0.58,12,13.2
4.82E+00,0.524,-0.044,12,11
4.82E+00,0.556,0.58,12,13
4.82E+00,0.02,-0.044,12,11.2
4.83E+00,0.02,0.58,12,13.4
4.83E+00,0.012,-0.044,12,10.8
4.83E+00,-0.036,0.58,12,13
4.84E+00,0.516,-0.044,12,11.2
4.84E+00,0.516,0.58,12.2,13
4.84E+00,0.524,-0.044,12,11.2
4.85E+00,0.564,0.58,12,12.8
4.85E+00,0.02,-0.044,12,11.2
4.85E+00,0.02,0.58,12,13
4.85E+00,0.00399999,-0.044,12,11
4.86E+00,0.516,0.58,12,13
4.86E+00,0.516,-0.044,12.2,11.2
4.86E+00,0.524,0.58,12,13
4.87E+00,0.532,-0.044,12,11
4.87E+00,0.02,0.58,12,13
4.87E+00,0.02,-0.044,12,11
4.88E+00,0.02,0.58,12,13
4.88E+00,0.00399999,-0.044,12,11
4.88E+00,0.516,0.58,12,13
4.89E+00,0.516,-0.044,12,11
4.89E+00,0.524,0.58,12,13
4.89E+00,0.532,-0.044,12,10.6
4.90E+00,0.02,0.58,12,13.2
4.90E+00,0.02,-0.044,12,10.6
4.90E+00,0.02,0.58,12,13.2
4.91E+00,0.00399999,-0.044,12,11
4.91E+00,0.516,0.58,12,13
4.91E+00,0.516,-0.044,12,11.4
4.92E+00,0.524,0.58,12,13
4.92E+00,0.54,-0.044,12,10.6
4.92E+00,0.02,0.58,12,13.2
4.93E+00,0.02,-0.044,12,10.2
4.93E+00,0.012,0.596,12,13.2
4.93E+00,0.00399999,-0.044,12,11.2
4.93E+00,0.516,0.58,12,13
4.94E+00,0.516,-0.044,12,11.2
4.94E+00,0.516,0.588,12,13
4.94E+00,0.54,-0.044,12,11.2
4.95E+00,0.02,0.58,12,13
4.95E+00,0.02,-0.06,12,9.8
4.95E+00,0.012,0.58,12,13.6
4.96E+00,0.00399999,-0.044,12,11.2
4.96E+00,0.516,0.58,12,13
4.96E+00,0.516,-0.044,12,11
4.97E+00,0.516,0.58,12,13
4.97E+00,0.54,-0.044,12,11
4.97E+00,0.02,0.58,12,13
4.98E+00,0.02,-0.044,12.2,11
4.98E+00,0.012,0.58,12.2,13.4
4.98E+00,0.00399999,-0.044,12,11
4.99E+00,0.516,0.612,12,13.4
4.99E+00,0.516,-0.044,12,11.2
4.99E+00,0.516,0.58,12,13
5.00E+00,0.532,-0.044,12,10.4
5.00E+00,0.02,0.588,12,13
5.00E+00,0.02,-0.044,12,11
5.01E+00,0.012,0.58,12,13
5.01E+00,0.00399999,-0.06,12,9.4
5.01E+00,0.516,0.58,12,13.8
5.01E+00,0.516,-0.044,12,11.2
5.02E+00,0.524,0.58,12,13
5.02E+00,0.532,-0.044,12,10.8
5.02E+00,0.572,0.58,12,13
5.03E+00,0.02,-0.044,12,11
5.03E+00,0.02,0.58,12,13
5.03E+00,0.012,-0.044,12,11.2
5.04E+00,0.516,0.58,12,13.2
5.04E+00,0.516,-0.044,12,10.6
5.04E+00,0.524,0.58,12,13
5.05E+00,0.524,-0.044,12,11.2
5.05E+00,0.564,0.58,12,12.8
5.05E+00,0.02,-0.044,12,11.2
5.06E+00,0.02,0.58,12,13
5.06E+00,0.012,-0.044,12.2,11
5.06E+00,-0.028,0.58,12,12.8
5.07E+00,0.516,-0.044,12,11.2
5.07E+00,0.516,0.58,12,12.8
5.07E+00,0.524,-0.044,12,11
5.08E+00,0.548,0.58,12,13
5.08E+00,0.02,-0.044,12,10.8
5.08E+00,0.02,0.58,12,13.2
5.09E+00,0.012,-0.044,12,11.4
5.09E+00,-0.012,0.58,12,12.8
5.09E+00,0.516,-0.044,12,10.8
5.09E+00,0.516,0.58,12,13
5.10E+00,0.524,-0.044,12,11.2
5.10E+00,0.54,0.58,12,13
5.10E+00,0.02,-0.044,12,11.2
5.11E+00,0.02,0.58,12,13
5.11E+00,0.012,-0.044,12,10.6
5.11E+00,-0.00400001,0.58,12,13
5.12E+00,0.516,-0.044,12,11.2
5.12E+00,0.516,0.58,12,13
5.12E+00,0.524,-0.044,12,11
5.13E+00,0.532,0.58,12,13
5.13E+00,0.02,-0.044,12.2,11
5.13E+00,0.02,0.58,12,13
5.14E+00,0.02,-0.052,12.2,11
5.14E+00,0.00399999,0.58,12,13.2
5.14E+00,0.516,-0.044,12,11.2
5.15E+00,0.516,0.58,12,13
5.15E+00,0.524,-0.044,12,11
5.15E+00,0.524,0.58,12,13
5.16E+00,0.572,-0.044,12,11.4
5.16E+00,0.02,0.588,12,13
5.16E+00,0.02,-0.044,12.2,11
5.17E+00,0.012,0.58,12,13
5.17E+00,-0.02,-0.044,12,11.2
5.17E+00,0.516,0.58,12,12.8
5.17E+00,0.516,-0.044,12,11
5.18E+00,0.524,0.58,12,13
5.18E+00,0.556,-0.044,12,11.2
5.18E+00,0.02,0.58,12,13
5.19E+00,0.02,-0.044,12,10.8
5.19E+00,0.012,0.58,12,13.2
5.19E+00,-0.012,-0.044,12,11.2
5.20E+00,0.516,0.588,12,13.2
5.20E+00,0.516,-0.044,12,11.2
5.20E+00,0.524,0.58,12,13
5.21E+00,0.54,-0.044,12,11.2
5.21E+00,0.012,0.58,12,13
5.21E+00,0.02,-0.044,12,11.4
5.22E+00,0.012,0.58,12,13.2
5.22E+00,0.00399999,-0.044,12,11.2
5.22E+00,0.516,0.58,12,13
5.23E+00,0.516,-0.044,12,11
5.23E+00,0.516,0.58,12,13.2
5.23E+00,0.532,-0.044,12,11.2
5.24E+00,0.012,0.596,12,13
5.24E+00,0.02,-0.044,12,11.2
5.24E+00,0.012,0.588,12,13
5.25E+00,0.012,-0.044,12,11
5.25E+00,0.516,0.58,12,13
5.25E+00,0.524,-0.044,12,11.2
5.25E+00,0.516,0.58,12,13
5.26E+00,0.532,-0.044,12,11.2
5.26E+00,0.572,0.58,12,13
5.26E+00,0.02,-0.044,12.2,11
5.27E+00,0.02,0.58,12,13
5.27E+00,0.012,-0.044,12,11.2
5.27E+00,-0.02,0.58,12,13.2
5.28E+00,0.516,-0.044,12,11
5.28E+00,0.516,0.58,12,13
5.28E+00,0.524,-0.044,12,11.2
5.29E+00,0.548,0.58,12,13
5.29E+00,0.02,-0.044,12,11.2
5.29E+00,0.02,0.58,12,13
5.30E+00,0.012,-0.044,12,11
5.30E+00,-0.012,0.58,12,13
5.30E+00,0.516,-0.044,12,10.8
5.31E+00,0.516,0.58,12,13
5.31E+00,0.524,-0.044,12,11.4
5.31E+00,0.54,0.58,12,13
5.32E+00,0.02,-0.044,12,11.2
5.32E+00,0.012,0.58,12,13.2
5.32E+00,0.012,-0.044,12,11.2
5.33E+00,0.00399999,0.58,12.2,12.8
5.33E+00,0.516,-0.044,12,11
5.33E+00,0.516,0.588,12,13.2
5.33E+00,0.516,-0.044,12,10.8
5.34E+00,0.532,0.58,12,13.2
5.34E+00,0.02,-0.044,12,11.4
5.34E+00,0.02,0.58,12,13
5.35E+00,0.02,-0.044,12,10.8
5.35E+00,0.012,0.58,12,13
5.35E+00,0.516,-0.044,12,11.4
5.36E+00,0.516,0.58,12,13
5.36E+00,0.524,-0.044,12,11.2
5.36E+00,0.524,0.58,12,13.2
5.37E+00,0.564,-0.044,12,10.8
5.37E+00,0.02,0.58,12,13
5.37E+00,0.02,-0.044,12.2,11.4
5.38E+00,0.012,0.58,12,13
5.38E+00,-0.02,-0.044,12,11.2
5.38E+00,0.516,0.58,12,13.2
5.39E+00,0.516,-0.092,12,10.4
5.39E+00,0.524,0.58,12,14
5.39E+00,0.548,-0.044,12,11
5.40E+00,0.02,0.58,12,13
5.40E+00,0.02,-0.044,12,11.2
5.40E+00,0.012,0.58,12,13
5.41E+00,-0.00400001,-0.044,12,11.2
5.41E+00,0.516,0.58,12,13
5.41E+00,0.516,-0.044,12,11.2
5.41E+00,0.524,0.58,12,13
5.42E+00,0.532,-0.044,12,11.2
5.42E+00,0.02,0.588,12,13
5.42E+00,0.02,-0.044,12,11
5.43E+00,0.02,0.58,12.2,13
5.43E+00,0.00399999,-0.044,12,10.8
5.43E+00,-0.036,0.58,12,13.4
5.44E+00,0.516,-0.044,12,11
5.44E+00,0.516,0.58,12,13.2
5.44E+00,0.524,-0.044,12,11.2
5.45E+00,0.564,0.58,12,13
5.45E+00,0.012,-0.06,12,9.8
5.45E+00,0.02,0.58,12,13.8
5.46E+00,0.012,-0.044,12,11.2
5.46E+00,-0.012,0.58,12,13
5.46E+00,0.516,-0.044,12,11.2
5.47E+00,0.516,0.58,12,13
5.47E+00,0.524,-0.052,12,10.4
5.47E+00,0.54,0.58,12,13.6
5.48E+00,0.02,-0.044,12,11.2
5.48E+00,0.02,0.58,12,13
5.48E+00,0.012,-0.044,12.2,11.2
5.49E+00,0.00399999,0.58,12,13
5.49E+00,0.516,-0.044,12,11.2
5.49E+00,0.516,0.58,12,13
5.49E+00,0.524,-0.044,12,10.4
5.50E+00,0.532,0.58,12,13.4
5.50E+00,0.58,-0.044,12,11.2
5.50E+00,0.02,0.58,12,13
5.51E+00,0.02,-0.044,12,11.4
5.51E+00,0.012,0.58,12,13
5.51E+00,-0.036,-0.044,12,11.2
5.52E+00,0.516,0.58,12,13
5.52E+00,0.524,-0.044,12,11.2
5.52E+00,0.524,0.58,12,13.4
5.53E+00,0.548,-0.044,12,11.2
5.53E+00,0.02,0.58,12,13
5.53E+00,0.02,-0.044,12,11.2
5.54E+00,0.012,0.58,12,13
5.54E+00,-0.012,-0.044,12,11.2
5.54E+00,0.516,0.58,12,13.2
5.55E+00,0.516,-0.044,12,11.2
5.55E+00,0.524,0.58,12,13
5.55E+00,0.532,-0.044,12,11
5.56E+00,0.02,0.588,12,13
5.56E+00,0.012,-0.044,12,11.4
5.56E+00,0.02,0.58,12,13
5.57E+00,0.00399999,-0.044,12,10.8
5.57E+00,0.516,0.58,12,13.2
5.57E+00,0.516,-0.404,12,-10.4
5.57E+00,0.516,1.324,12,25.4
5.58E+00,0.572,-0.044,11.8,11
5.58E+00,0.02,0.62,12,13
5.58E+00,0.02,-0.044,12,11
5.59E+00,0.02,0.604,12,13
5.59E+00,0.012,-0.06,12,9.6
5.59E+00,-0.036,0.588,12,13.6
5.60E+00,0.516,-0.044,12,11.2
5.60E+00,0.524,0.58,12,13
5.60E+00,0.524,-0.044,12,11.2
5.61E+00,0.556,0.58,12,13
5.61E+00,0.02,-0.044,12,11
5.61E+00,0.02,0.58,12,13
5.62E+00,0.012,-0.044,12,10.8
5.62E+00,-0.00400001,0.58,12,12.8
5.62E+00,0.516,-0.044,12,11
5.63E+00,0.516,0.58,12,13
5.63E+00,0.524,-0.044,12,10.8
5.63E+00,0.532,0.58,12,13.2
5.64E+00,0.02,-0.044,12,11.2
5.64E+00,0.02,0.58,12.2,13
5.64E+00,0.02,-0.044,11.8,10
5.65E+00,0.012,0.58,11,12.6
5.65E+00,-0.036,-0.044,11.4,10
5.65E+00,0.524,0.58,11.4,12.4
5.65E+00,0.524,-0.044,11.4,9.8
5.66E+00,0.564,0.58,11.6,12.2
5.66E+00,0.02,-0.044,11.2,10
5.66E+00,0.012,0.58,10.6,11.8
5.67E+00,0.516,-0.044,10.8,9.2
5.67E+00,0.516,0.58,11,11.8
5.67E+00,0.572,-0.044,11.2,9.4
5.68E+00,0.02,0.58,10.6,11.6
5.68E+00,-0.028,-0.044,10.4,9
5.68E+00,0.516,0.58,10.8,11.8
5.69E+00,0.02,-0.044,11,9.2
5.69E+00,0.012,0.58,10,11.4
5.69E+00,0.516,-0.044,10.4,8.8
5.70E+00,0.54,0.58,10.8,11
5.70E+00,0.02,-0.044,10,8.4
5.70E+00,0.516,0.58,10,11.6
5.71E+00,0.548,-0.044,10.6,7.6
5.71E+00,0.02,0.58,9.6,11.2
5.71E+00,0.516,-0.044,10,8.2
5.72E+00,0.02,0.572,10.2,10.8
5.72E+00,-0.00400001,-0.044,9.4,8.4
5.72E+00,0.492,0.556,10.2,10.8
5.73E+00,0.02,-0.036,9.4,8.4
5.73E+00,0.468,0.54,9.6,11
5.73E+00,0.02,-0.036,9.8,8
5.73E+00,0.452,0.516,9.4,10.4
5.74E+00,0.02,-0.036,9.8,8
5.74E+00,0.436,0.5,9,10.2
5.74E+00,0.02,-0.036,9.6,7.6
5.75E+00,0.42,0.484,8.8,10.2
5.75E+00,0.02,-0.036,9.6,7.6
5.75E+00,0.404,0.468,8.8,10
5.76E+00,0.02,-0.036,9.4,7.8
5.76E+00,0.396,0.452,8.6,9.8
5.76E+00,0.012,-0.028,9,6.8
5.77E+00,0.38,0.436,8.8,9.6
5.77E+00,0.02,-0.028,8.4,7.4
5.77E+00,0.372,0.42,9,9.6
5.78E+00,-0.012,-0.02,8,7
5.78E+00,0.02,0.404,9,9.6
5.78E+00,0.348,-0.02,8.4,7
5.79E+00,0.012,0.388,7.8,9.4
5.79E+00,0.372,-0.02,9,7
5.79E+00,0.332,0.38,8.2,9
5.80E+00,0.012,-0.012,7.8,7.2
5.80E+00,0.34,0.364,8.8,9
5.80E+00,0.316,-0.00400001,8,6.8
5.81E+00,0.02,0.348,7.4,8.8
5.81E+00,0.324,0.108,8.4,6.6
5.81E+00,0.308,0.332,8,8.8
5.81E+00,0.3,0.284,7.2,6.6
5.82E+00,0.3,0.308,7.6,8.6
5.82E+00,0.292,0.276,8.2,6.6
5.82E+00,0.292,0.324,7.6,8.6
5.83E+00,0.284,0.268,7,6.6
5.83E+00,0.284,0.3,7.2,8.4
5.83E+00,0.284,0.26,8,6.4
5.84E+00,0.276,0.3,7.8,8.4
5.84E+00,0.276,0.252,7,5.8
5.84E+00,0.276,0.3,6.6,8.2
5.85E+00,0.268,0.252,6.6,6.2
5.85E+00,0.268,0.292,7.2,8
5.85E+00,0.268,0.244,7.8,6
5.86E+00,0.26,0.3,7.4,8
5.86E+00,0.26,0.244,6.8,6
5.86E+00,0.26,0.268,6.4,7.8
5.87E+00,0.26,0.244,6.2,6
5.87E+00,0.252,0.268,6.2,7.6
5.87E+00,0.244,0.236,6,5.8
5.88E+00,0.244,0.268,6.2,7.6
5.88E+00,0.244,0.236,6.4,5.6
5.88E+00,0.244,0.26,6.8,7.4
5.89E+00,0.236,0.228,6.8,5.6
5.89E+00,0.236,0.252,7,7.2
5.89E+00,0.236,0.228,6.8,5.4
5.89E+00,0.236,0.252,6.8,7.2
5.90E+00,0.236,0.22,6.8,5.4
5.90E+00,0.228,0.244,6.6,7
5.90E+00,0.228,0.212,6.6,5.2
5.91E+00,0.228,0.244,6.4,6.8
5.91E+00,0.228,0.212,6.2,5
5.91E+00,0.228,0.236,5.8,6.8
5.92E+00,0.22,0.212,5.4,5
5.92E+00,0.22,0.236,5.4,6.6
5.92E+00,0.22,0.204,5.2,4.8
5.93E+00,0.212,0.228,5.2,6.6
5.93E+00,0.212,0.204,5,4.8
5.93E+00,0.212,0.228,5,6.4
5.94E+00,0.212,0.196,5.4,4.6
5.94E+00,0.212,0.228,6,6.2
5.94E+00,0.212,0.196,5.6,4.4
5.95E+00,0.212,0.22,5,6.2
5.95E+00,0.204,0.196,4.8,4.4
5.95E+00,0.204,0.22,4.6,6
5.96E+00,0.204,0.188,4.8,4.2
5.96E+00,0.204,0.212,5.6,5.8
5.96E+00,0.204,0.188,5,4
5.97E+00,0.204,0.212,4.6,5.8
5.97E+00,0.196,0.188,4.4,4
5.97E+00,0.196,0.212,4.8,5.6
5.97E+00,0.196,0.18,5.2,3.8
5.98E+00,0.196,0.204,4.4,5.4
5.98E+00,0.196,0.18,4.2,3.8
5.98E+00,0.188,0.204,4.6,5.4
5.99E+00,0.188,0.18,4.8,3.6
5.99E+00,0.188,0.204,4.2,5.2
5.99E+00,0.188,0.18,3.8,3.4
6.00E+00,0.188,0.204,5,5
6.00E+00,0.188,0.18,4,3.4
6.00E+00,0.18,0.204,3.6,5
6.01E+00,0.188,0.172,4.6,3.2
6.01E+00,0.188,0.196,3.8,4.8
6.01E+00,0.18,0.172,3.6,3.2
6.02E+00,0.18,0.196,4.4,4.6
6.02E+00,0.188,0.172,3.8,3.2
6.02E+00,0.18,0.196,3.6,4.6
6.03E+00,0.18,0.164,3.6,3
6.03E+00,0.18,0.188,3.4,4.6
6.03E+00,0.18,0.164,4.2,3
6.04E+00,0.18,0.196,3.4,4.4
6.04E+00,0.172,0.164,3.4,2.8
6.04E+00,0.18,0.188,3.2,4.2
6.05E+00,0.172,0.164,3,2.6
6.05E+00,0.172,0.188,3.4,4
6.05E+00,0.172,0.164,3,2.6
6.05E+00,0.172,0.188,3.4,4
6.06E+00,0.172,0.156,3,2.6
6.06E+00,0.164,0.188,3.6,3.8
6.06E+00,0.172,0.156,3,2.4
6.07E+00,0.172,0.18,3.4,3.8
6.07E+00,0.164,0.156,3,2.4
6.07E+00,0.172,0.18,3.2,3.6
6.08E+00,0.164,0.156,2.6,2.2
6.08E+00,0.164,0.18,2.8,3.4
6.08E+00,0.164,0.156,2.4,2.2
6.09E+00,0.164,0.18,2.4,3.4
6.09E+00,0.164,0.156,2.8,2
6.09E+00,0.164,0.18,2.6,3.2
6.10E+00,0.164,0.148,3,2
6.10E+00,0.164,0.18,2.4,3.2
6.10E+00,0.164,0.148,2.2,2
6.11E+00,0.164,0.18,2.4,3
6.11E+00,0.164,0.148,2.4,1.8
6.11E+00,0.156,0.172,2.6,2.8
6.12E+00,0.156,0.148,2,1.6
6.12E+00,0.156,0.172,2,2.6
6.12E+00,0.156,0.148,2.6,1.6
6.13E+00,0.156,0.172,2,2.6
6.13E+00,0.156,0.148,1.8,1.6
6.13E+00,0.156,0.172,2.2,2.4
6.13E+00,0.156,0.14,1.6,1.4
6.14E+00,0.148,0.172,1.8,2.2
6.14E+00,0.156,0.14,2,1.4
6.14E+00,0.148,0.164,1.6,2.2
6.15E+00,0.148,0.14,1.8,1.2
6.15E+00,0.148,0.172,1.6,2
6.15E+00,0.156,0.14,1.8,1.2
6.16E+00,0.148,0.164,1.4,2
6.16E+00,0.148,0.14,1.6,1.2
6.16E+00,0.148,0.164,1.4,1.8
6.17E+00,0.148,0.14,1.6,1
6.17E+00,0.148,0.164,1.4,1.8
6.17E+00,0.148,0.132,1.4,1
6.18E+00,0.148,0.164,1.2,1.6
6.18E+00,0.148,0.132,1.4,1
6.18E+00,0.14,0.164,1.2,1.6
6.19E+00,0.148,0.132,1,0.8
6.19E+00,0.14,0.156,1.2,1.4
6.19E+00,0.14,0.132,1,0.8
6.20E+00,0.148,0.156,1,1.4
6.20E+00,0.14,0.132,1,0.6
6.20E+00,0.148,0.156,0.8,1.4
6.21E+00,0.14,0.132,0.8,0.6
6.21E+00,0.14,0.156,0.8,1.2
6.21E+00,0.14,0.132,0.8,0.4
6.21E+00,0.14,0.156,0.8,1
6.22E+00,0.14,0.124,0.8,0.4
6.22E+00,0.14,0.156,0.6,1
6.22E+00,0.14,0.124,0.8,0.2
6.23E+00,0.132,0.156,0.6,0.8
6.23E+00,0.132,0.124,0.4,0.2
6.23E+00,0.132,0.148,0.4,0.8
6.24E+00,0.132,0.124,0.4,0.2
6.24E+00,0.132,0.148,0.4,0.8
6.24E+00,0.132,0.124,0.4,0
6.25E+00,0.14,0.148,0.4,0.6
6.25E+00,0.132,0.124,0.4,0
6.25E+00,0.132,0.148,0.2,0.6
6.26E+00,0.132,0.124,0.2,-0.2
6.26E+00,0.132,0.148,0.2,0.4
6.26E+00,0.132,0.116,0,-0.2
6.27E+00,0.132,0.148,0,0.4
6.27E+00,0.132,0.116,0,-0.2
6.27E+00,0.132,0.14,0,0.4
6.28E+00,0.132,0.116,0,-0.4
6.28E+00,0.132,0.148,0,0.4
6.28E+00,0.132,0.116,0,-0.2
6.29E+00,0.124,0.14,0,0.4
6.29E+00,0.124,0.116,0,-0.2
6.29E+00,0.124,0.14,0,0.4
6.29E+00,0.124,0.116,0,-0.2
6.30E+00,0.124,0.14,0,0.4
6.30E+00,0.124,0.116,0,-0.2
6.30E+00,0.124,0.14,0,0.2
6.31E+00,0.124,0.116,0,-0.2
6.31E+00,0.124,0.14,0,0.4
6.31E+00,0.116,0.108,0,-0.2
6.32E+00,0.124,0.14,0,0.4
6.32E+00,0.116,0.108,0,-0.2
6.32E+00,0.124,0.14,0,0.2
6.33E+00,0.124,0.108,0,-0.2
6.33E+00,0.124,0.132,0,0.4
6.33E+00,0.124,0.108,0,-0.2
6.34E+00,0.124,0.132,0,0.4
6.34E+00,0.116,0.108,0.2,-0.2
6.34E+00,0.124,0.132,0,0.4
6.35E+00,0.116,0.108,0,-0.2
6.35E+00,0.116,0.132,0,0.4
6.35E+00,0.116,0.108,0,-0.2
6.36E+00,0.116,0.132,0,0.4
6.36E+00,0.116,0.108,0,-0.2
6.36E+00,0.116,0.132,0,0.4
6.37E+00,0.108,0.1,0,-0.2
6.37E+00,0.116,0.132,0,0.4
6.37E+00,0.116,0.1,0,-0.2
6.37E+00,0.116,0.132,0,0.4
6.38E+00,0.116,0.1,0,-0.2
6.38E+00,0.116,0.132,0,0.4
6.38E+00,0.116,0.1,0,-0.2
6.39E+00,0.108,0.124,0,0.4
6.39E+00,0.108,0.1,0,-0.2
6.39E+00,0.116,0.124,0,0.2
6.40E+00,0.108,0.1,0,-0.2
6.40E+00,0.116,0.132,0,0.4
6.40E+00,0.108,0.092,0,-0.2
6.41E+00,0.108,0.124,0,0.4
6.41E+00,0.108,0.1,0,-0.2
6.41E+00,0.116,0.124,0,0.2
6.42E+00,0.108,0.1,0.2,-0.2
6.42E+00,0.108,0.124,0,0.4
6.42E+00,0.108,0.1,0,-0.2
6.43E+00,0.108,0.124,0,0.4
6.43E+00,0.108,0.1,0,-0.4
6.43E+00,0.108,0.124,0,0.4
6.44E+00,0.108,0.092,0,-0.2
6.44E+00,0.108,0.124,0,0.4
6.44E+00,0.108,0.092,0,-0.2
6.45E+00,0.108,0.116,0,0.4
6.45E+00,0.1,0.092,0,-0.2
6.45E+00,0.108,0.116,0,0.4
6.45E+00,0.108,0.092,0,-0.2
6.46E+00,0.1,0.116,0,0.4
6.46E+00,0.108,0.092,0,-0.2
6.46E+00,0.1,0.116,0,0.2
6.47E+00,0.1,0.092,0,-0.2
6.47E+00,0.1,0.116,0,0.4
6.47E+00,0.1,0.092,0,-0.2
6.48E+00,0.1,0.116,0,0.4
6.48E+00,0.1,0.092,0,-0.2
6.48E+00,0.1,0.116,0,0.2
6.49E+00,0.108,0.092,0,-0.2
6.49E+00,0.1,0.116,0,0.4
6.49E+00,0.1,0.084,0,-0.2
6.50E+00,0.1,0.116,0,0.4
6.50E+00,0.1,0.084,0,-0.2
6.50E+00,0.1,0.116,0,0.4
6.51E+00,0.1,0.084,0,-0.2
6.51E+00,0.1,0.116,0,0.4
6.51E+00,0.1,0.084,0,-0.2
6.52E+00,0.1,0.116,0,0.4
6.52E+00,0.092,0.084,0,-0.2
6.52E+00,0.1,0.108,0,0.4
6.53E+00,0.1,0.084,0,-0.2
6.53E+00,0.1,0.116,0,0.4
6.53E+00,0.1,0.084,0,-0.2
6.53E+00,0.1,0.108,0,0.2
6.54E+00,0.092,0.084,0,-0.2
6.54E+00,0.092,0.108,0,0.4
6.54E+00,0.1,0.084,0,-0.2
6.55E+00,0.092,0.108,0,0.4
6.55E+00,0.092,0.084,0,-0.2
6.55E+00,0.092,0.108,0,0.2
6.56E+00,0.092,0.084,0,-0.2
6.56E+00,0.092,0.108,0,0.4
6.56E+00,0.092,0.084,0,-0.2
6.57E+00,0.092,0.108,0,0.4
6.57E+00,0.092,0.084,0,-0.2
6.57E+00,0.092,0.108,0,0.4
6.58E+00,0.092,0.084,0,-0.2
6.58E+00,0.092,0.108,0,0.4
6.58E+00,0.092,0.076,0,-0.2
6.59E+00,0.092,0.108,0,0.4
6.59E+00,0.092,0.076,0,-0.2
6.59E+00,0.092,0.108,0,0.2
6.60E+00,0.092,0.076,0,-0.2
6.60E+00,0.084,0.108,0,0.4
6.60E+00,0.084,0.076,0,-0.2
6.61E+00,0.092,0.1,0,0.4
6.61E+00,0.084,0.076,0,-0.4
6.61E+00,0.092,0.1,0,0.4
6.61E+00,0.084,0.076,0,-0.2
6.62E+00,0.084,0.1,0,0.4
6.62E+00,0.084,0.076,0,-0.2
6.62E+00,0.084,0.1,0,0.2
6.63E+00,0.092,0.076,0,-0.2
6.63E+00,0.092,0.1,0,0.4
6.63E+00,0.084,0.076,0,-0.2
6.64E+00,0.084,0.1,0,0.4
6.64E+00,0.084,0.076,0,-0.2
6.64E+00,0.084,0.1,0,0.2
6.65E+00,0.084,0.076,0,-0.2
6.65E+00,0.084,0.1,0,0.4
6.65E+00,0.084,0.076,0,-0.2
6.66E+00,0.084,0.1,0,0.4
6.66E+00,0.084,0.076,0,-0.2
6.66E+00,0.084,0.1,0,0.4
6.67E+00,0.084,0.076,0,-0.2
6.67E+00,0.084,0.1,0,0.4
6.67E+00,0.084,0.076,0,-0.2
6.68E+00,0.084,0.1,0,0.4
6.68E+00,0.084,0.068,0,-0.2
6.68E+00,0.084,0.092,0,0.4
6.69E+00,0.084,0.068,0,-0.2
6.69E+00,0.084,0.092,0,0.4
6.69E+00,0.084,0.068,0,-0.2
6.69E+00,0.084,0.092,0,0.4
6.70E+00,0.084,0.068,0,-0.2
6.70E+00,0.076,0.092,0,0.4
6.70E+00,0.084,0.068,0,-0.2
6.71E+00,0.084,0.092,0,0.4
6.71E+00,0.084,0.068,0,-0.2
6.71E+00,0.076,0.092,0,0.4
6.72E+00,0.084,0.068,0,-0.2
6.72E+00,0.084,0.092,0,0.4
6.72E+00,0.084,0.068,0,-0.2
6.73E+00,0.076,0.092,0,0.4
6.73E+00,0.076,0.068,0,-0.2
6.73E+00,0.084,0.092,0,0.4
6.74E+00,0.076,0.068,0,-0.2
6.74E+00,0.076,0.092,0,0.4
6.74E+00,0.076,0.068,0,-0.2
6.75E+00,0.076,0.092,0,0.4
6.75E+00,0.076,0.068,0,-0.2
6.75E+00,0.084,0.092,0,0.4
6.76E+00,0.084,0.068,0,-0.2
6.76E+00,0.076,0.092,0,0.4
6.76E+00,0.076,0.06,0,-0.2
6.77E+00,0.076,0.092,0,0.4
6.77E+00,0.076,0.06,0,-0.2
6.77E+00,0.076,0.092,0,0.4
6.77E+00,0.068,0.06,0,-0.2
6.78E+00,0.076,0.092,0,0.4
6.78E+00,0.076,0.06,0,-0.2
6.78E+00,0.076,0.092,0,0.4
6.79E+00,0.076,0.06,0,-0.2
6.79E+00,0.076,0.092,0,0.4
6.79E+00,0.076,0.06,0,-0.2
6.80E+00,0.076,0.084,0,0.4
6.80E+00,0.076,0.06,0,-0.2
6.80E+00,0.076,0.084,0,0.2
6.81E+00,0.076,0.06,0,-0.2
6.81E+00,0.068,0.084,0,0.4
6.81E+00,0.076,0.06,0,-0.4
6.82E+00,0.068,0.084,0,0.4
6.82E+00,0.076,0.06,0,-0.2
6.82E+00,0.068,0.084,0,0.4
6.83E+00,0.076,0.06,0,-0.4
6.83E+00,0.076,0.084,0,0.4
6.83E+00,0.068,0.06,0,-0.2
6.84E+00,0.076,0.084,0,0.4
6.84E+00,0.068,0.06,0,-0.2
6.84E+00,0.068,0.084,0,0.4
